Year,Month,Day,Country,Region,city,latitude,longitude,AttackType,Killed,Wounded,Group,Target_type,Sub_Target,success,suicide,Weapon_type,Sub_Weapon_type,Motive,Summary,addnotes,Total_num,casualities
2016,5,26,France,Western Europe,Saint Julien du Poy,43.758824,2.0919689999999997,Armed Assault,0.0,1.0,Jihadi-inspired extremists,Military,"Military Personnel (soldiers, troops, officers, forces)",1,0,Melee,Knife or Other Sharp Object,Two individuals claimed responsibility for the incident and stated that the attack was carried out in retaliation for France's involvement in Syria against the Islamic State of Iraq and the Levant (ISIL).,"05/26/2016: Two assailants stabbed and injured an off-duty soldier in Saint Julien du Poy, Occitanie, France. The assailants claimed responsibility and stated that the attack was carried out in retaliation for France's involvement in Syria against the Islamic State of Iraq and the Levant (ISIL).",,1.0,1
2016,5,27,Afghanistan,South Asia,Kabul,34.574517,69.149305,Bombing/Explosion,1.0,0.0,Haqqani Network,Unknown,,0,1,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),,"05/27/2016: Security forces identified and killed a suicide bomber in Khair Khana, Kabul, Afghanistan. No group claimed responsibility for the incident; however, sources attributed the attack to the Haqqani Network.",,1.0,1
2016,6,7,Turkey,Middle East & North Africa,Istanbul,41.010277,28.963946999999997,Bombing/Explosion,13.0,35.0,Kurdistan Freedom Hawks (TAK),Police,Police Patrol (including vehicles and convoys),1,1,Explosives/Bombs/Dynamite,Vehicle,The Kurdistan Freedom Hawks (TAK) claimed responsibility for the incident and stated that the attack was carried out in retaliation for recent military operations.,"06/07/2016: A suicide bomber detonated an explosives-laden vehicle targeting a police bus in Beyazit neighborhood, Istanbul, Turkey. In addition to the assailant, at least 12 people, including police officers and civilians, were killed and 35 people were injured in the blast. The Kurdistan Freedom Hawks (TAK) claimed responsibility for the incident and stated that the attack was carried out in retaliation for recent military operations. However, sources also attributed the attack to the Kurdistan Workers' Party (PKK).","Casualty numbers for this incident conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.",48.0,1
2016,6,12,United States,North America,Orlando,28.519601,-81.37679399999999,Hostage Taking (Barricade Incident),50.0,53.0,Jihadi-inspired extremists,Business,Entertainment/Cultural/Stadium/Casino,1,0,Firearms,Automatic Weapon,"An unaffiliated individual, identified as Omar Mateen, claimed responsibility for the incident and pledged allegiance to the Islamic State of Iraq and the Levant (ISIL). Additionally, Mateen stated that he carried out the attack in retaliation for United States (US) airstrikes in Iraq and Syria.","06/12/2016: An assailant armed with an assault rifle and a handgun opened fire on customers at Pulse, a gay nightclub, in Orlando, Florida, United States. The assailant then held an unknown number of people hostage inside the nightclub for three hours. At least 49 people were killed and 53 people were injured during the attack before the assailant was killed by police officers, who also rescued 30 hostages. The assailant, identified as Omar Mateen, had pledged allegiance to the Islamic State of Iraq and the Levant (ISIL). Additionally, Mateen stated that he carried out the attack in retaliation for U.S. airstrikes in Iraq and Syria. The Islamic State of Iraq and the Levant (ISIL) also claimed responsibility for the incident; however, Omar Mateen's connection to ISIL could not be confirmed.","The victims included Edward Sotomayor Jr., Stanley Almodovar III, Luis Omar Ocasio-Capo, Juan Ramon Guerrero, Eric Ivan Ortiz-Rivera, Peter O. Gonzalez-Cruz, Luis S. Vielma, Kimberly Morris, Eddie Jamoldroy Justice, Darryl Roman Burt II, Deonka Deidra Drayton, Alejandro Barrios Martinez, Anthony Luis Laureanodisla, Jean Carlos Mendez Perez, Franky Jimmy Dejesus Velazquez, Amanda Alvear, Martin Benitez Torres, Luis Daniel Wilson-Leon, Mercedez Marisol Flores, Xavier Emmanuel Serrano Rosado, Gilberto Ramon Silva Menendez, Simon Adrian Carrillo Fernandez, Oscar A Aracena-Montero, Enrique L. Rios, Jr., Miguel Angel Honorato, Javier Jorge-Reyes, Joel Rayon Paniagua, Jason Benjamin Josaphat, Cory James Connell, Juan P. Rivera Velazquez, Luis Daniel Conde, Shane Evan Tomlinson, Juan Chevez-Martinez, Jerald Arthur Wright, Leroy Valentin Fernandez, Tevin Eugene Crosby, Jonathan Antonio Camuy Vega, Jean C. Nives Rodriguez, Rodolfo Ayala-Ayala, Brenda Lee Marquez McCool, Yilmary Rodriguez Solivan, Christopher Andrew Leinonen, Angel L. Candelario-Padro, Frank Hernandez, Paul Terrell Henry, Antonio Davon Brown, Christopher Joseph Sanfeliz, Akyra Monet Murray, and Geraldo A. Ortiz-Jimenez.",103.0,1
2016,6,13,France,Western Europe,Magnanville,48.969002,1.684609,Assassination,3.0,0.0,Jihadi-inspired extremists,Police,Police Security Forces/Officers,1,0,Melee,Knife or Other Sharp Object,"An unaffiliated individual, identified as Larossi Abballa, claimed responsibility for the incident and pledged allegiance to the Islamic State of Iraq and the Levant (ISIL).","06/13/2016: An assailant stabbed and killed police commander Jean-Baptiste Salvaing and his spouse at their house in Magnanville, Ile-de-France, France. The assailant also took the victims' child hostage for several hours before being killed by police. The assailant, identified as Larossi Abballa, had pledged allegiance to the Islamic State of Iraq and the Levant (ISIL). The Islamic State of Iraq and the Levant (ISIL) also claimed responsibility for the incident; however, Abballa's connection to ISIL could not be confirmed.",The victims included Jessica Schneider.,3.0,1
2016,6,28,Pakistan,South Asia,Sariab,30.104914,66.977685,Armed Assault,2.0,1.0,Lashkar-e-Jhangvi,Police,Police Patrol (including vehicles and convoys),1,0,Firearms,Unknown Gun Type,Lashkar-e-Jhangvi claimed responsibility for the incident and stated that the attack was carried out in retaliation for the death of four Lashkar-e-Jhangvi members.,"06/28/2016: Assailants opened fire on a Pakistani Police vehicle in Kachi Baig neighborhood, Sariab, Balochistan, Pakistan. At least two officers were killed and a civilian was injured in the assault. This was one of two similar attacks targeting police personnel in and around Quetta on the same day. Lashkar-e-Jhangvi claimed responsibility and stated that the incidents were carried out in retaliation for the death of four group members.",,3.0,1
2016,6,28,Pakistan,South Asia,Quetta,30.182971000000002,66.998734,Armed Assault,2.0,0.0,Lashkar-e-Jhangvi,Police,Police Patrol (including vehicles and convoys),1,0,Firearms,Unknown Gun Type,Lashkar-e-Jhangvi claimed responsibility for the incident and stated that the attack was carried out in retaliation for the death of four Lashkar-e-Jhangvi members.,"06/28/2016: Assailants opened fire on a Pakistani Police vehicle in Hazar Ganji neighborhood, Quetta, Balochistan, Pakistan. At least two officers were killed in the assault. This was one of two similar attacks targeting police personnel in and around Quetta on the same day. Lashkar-e-Jhangvi claimed responsibility and stated that the incidents were carried out in retaliation for the death of four group members.",,2.0,1
2016,6,29,Pakistan,South Asia,Quetta,30.175695,66.9996,Armed Assault,4.0,3.0,Lashkar-e-Jhangvi,Military,Military Unit/Patrol/Convoy,1,0,Firearms,Unknown Gun Type,Lashkar-e-Jhangvi claimed responsibility for the incident and stated that the attack was carried out in retaliation for the death of four Lashkar-e-Jhangvi members.,"06/29/2016: Assailants opened fire on a Frontier Corps (FC) patrol along Double Road in Quetta, Balochistan, Pakistan. At least four soldiers were killed and three other people, including two soldiers and a civilian, were injured in the assault. Lashkar-e-Jhangvi claimed responsibility and stated that the attack was carried out in retaliation for the death of four group members.",,7.0,1
2016,7,4,Pakistan,South Asia,Quetta,30.200183000000003,67.00251999999999,Armed Assault,1.0,0.0,Lashkar-e-Jhangvi,Police,Police Security Forces/Officers,1,0,Firearms,Unknown Gun Type,"The specific motive is unknown; however, sources suspected that Malik Mushtaq Hussain was targeted for fighting terrorism.","07/04/2016: Assailants opened fire on Malik Mushtaq Hussain at a mosque in Chaman Pattak neighborhood, Quetta, Pakistan. Mushtaq, a Pakistani Police sub-inspector, was killed in the assault. Lashkar-e-Jhangvi claimed responsibility for the attack.",,1.0,1
2016,7,7,South Sudan,Sub-Saharan Africa,Juba,4.863338,31.558451,Armed Assault,5.0,4.0,Sudan People's Liberation Movement in Opposition (SPLM-IO),Military,"Military Personnel (soldiers, troops, officers, forces)",1,0,Firearms,Unknown Gun Type,,"07/07/2016: Assailants opened fire on military personnel in Juba, Central Equatoria, South Sudan. Five soldiers were killed and four others, including two assailants and two soldiers, were injured in the ensuing clash. The Sudan People's Liberation Movement in Opposition (SPLM-IO) claimed responsibility for the incident.","Casualties for this incident conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.",9.0,1
2016,7,14,France,Western Europe,Nice,43.693611,7.255833,Armed Assault,87.0,433.0,Jihadi-inspired extremists,Private Citizens & Property,"Procession/Gathering (funeral, wedding, birthday, religious)",1,0,Firearms,Handgun,"The specific motive is unknown; however, sources noted that Mohamed Bouhlel had indicated that he supported the Islamic State of Iraq and the Levant (ISIL).","07/14/2016: An assailant rammed a truck into a crowd celebrating Bastille Day in Nice, France. The assailant, identified as Mohamed Lahouaiej-Bouhlel, opened fire on police officers before being shot and killed. In addition to the assailant, 86 people were killed and 433 people were injured in the attack. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident; however, Bouhlel's connection to ISIL could not be confirmed.","Casualty numbers for this incident conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.",520.0,1
2016,7,18,Germany,Western Europe,Wurzburg,49.75611,9.97061,Armed Assault,1.0,5.0,Jihadi-inspired extremists,Private Citizens & Property,Named Civilian,1,0,Melee,Knife or Other Sharp Object,"An unaffiliated individual, identified as Riaz Khan Ahmadzai, claimed responsibility for the incident and stated that the attack was intended as revenge for members of the Muslim community. Sources also noted that a painted flag of the Islamic State of Iraq and the Levant (ISIL) was found in the room of Ahmadzai.","07/18/2016: An assailant armed with an axe and a knife attacked passengers on a train near Wurzburg, Bavaria, Germany. At least five people were injured in the attack before the assailant fled; the assailant was later shot and killed by police. Riaz Khan Ahmadzai claimed responsibility for the incident and stated that the attack was carried out in revenge for members of the Muslim community. The Islamic State of Iraq and the Levant (ISIL) also claimed responsibility for the incident; however, Ahmadzai's connection to ISIL could not be confirmed.","The victims included Tracy Yau. Casualty numbers for this incident conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.",6.0,1
2016,7,22,Yemen,Middle East & North Africa,Sanaa,15.370748,44.190946999999994,Bombing/Explosion,0.0,0.0,Sanaa Province of the Islamic State,Religious Figures/Institutions,Place of Worship,1,0,Explosives/Bombs/Dynamite,Grenade,,"07/22/2016: A grenade detonated at the Bilal mosque in Sanaa, Amanat Al Asimah, Yemen. There were no reported casualties in the blast. No group claimed responsibility for the incident; however, sources suspected that the Sanaa Province of the Islamic State may have carried out the attack.",,0.0,0
2016,7,24,Germany,Western Europe,Ansbach,49.3,10.583333,Bombing/Explosion,1.0,15.0,Jihadi-inspired extremists,Business,Entertainment/Cultural/Stadium/Casino,1,0,Explosives/Bombs/Dynamite,Remote Trigger,"An unaffiliated individual, identified as Muhammad Daleel, claimed responsibility for the incident and pledged allegiance to the Islamic State of Iraq and the Levant (ISIL).","07/24/2016: An assailant detonated an explosive device outside a music festival in Ansbach, Bavaria, Germany. The assailant was killed and at least 15 people were injured in the blast. The assailant, identified as Muhammad Daleel, had pledged allegiance to the Islamic State of Iraq and the Levant (ISIL). The Islamic State of Iraq and the Levant (ISIL) also claimed responsibility for the incident; however, Daleel's connection to ISIL could not be confirmed.","Casualty numbers for this incident conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.",16.0,1
2016,7,26,France,Western Europe,Saint-Etienne-du-Rouvray,49.382753,1.106722,Hostage Taking (Barricade Incident),3.0,1.0,Jihadi-inspired extremists,Religious Figures/Institutions,Place of Worship,1,0,Firearms,Handgun,"The specific motive is unknown; however, sources noted that Abdel Malik Petitjean and Adel Kermiche pledged allegiance to the Islamic State of Iraq and the Levant (ISIL) prior to the attack. Sources also noted that ISIL alleged that the attack was carried out in retaliation for France's involvement against ISIL.","07/26/2016: Two assailants stormed a church and held six people hostage in Saint-Etienne-du-Rouvray, Upper Normandy, France. Father Jacques Hamel was killed and another person was injured in the attack. One hostage escaped and alerted police forces, who killed the two assailants and freed the remaining four hostages. The assailants, identified as Abdel Malik Petitjean and Adel Kermiche, had pledged allegiance to the Islamic State of Iraq and the Levant (ISIL) in a video prior to the attack. The Islamic State of Iraq and the Levant (ISIL) also claimed responsibility for the incident; however, Petitjean and Kermiche's connection to ISIL could not be confirmed.",,4.0,1
2016,8,10,Canada,North America,Strathroy,42.955709999999996,-81.623195,Bombing/Explosion,1.0,1.0,Jihadi-inspired extremists,Transportation,Taxi/Rickshaw,1,0,Explosives/Bombs/Dynamite,Other Explosive Type,"An unaffiliated individual, identified as Aaron Driver, claimed responsibility for the incident and pledged allegiance to the Islamic State of Iraq and the Levant (ISIL).","08/10/2016: An assailant detonated an explosive device in a taxi in Strathroy, Ontario, Canada. The taxi driver was injured in the blast and the assailant was killed in an ensuing clash with police. The assailant, identified as Aaron Driver, pledged allegiance to the Islamic State of Iraq and the Levant (ISIL); however, Driver's connection to ISIL could not be confirmed.",,2.0,1
2016,8,19,South Sudan,Sub-Saharan Africa,Pajut,7.1819619999999995,32.356095,Armed Assault,283.0,,Sudan People's Liberation Movement in Opposition (SPLM-IO),Private Citizens & Property,Village/City/Town/Suburb,1,0,Firearms,Unknown Gun Type,,"08/19/2016: Assailants attacked Pajut, Jonglei, South Sudan. At least 250 assailants and 33 people, including civilians and soldiers, were killed and an unknown number were injured in the ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to the Sudan People's Liberation Movement in Opposition (SPLM-IO).",,,0
2016,8,24,Turkey,Middle East & North Africa,Beldibi,36.432906,32.465088,Bombing/Explosion,0.0,3.0,Kurdistan Freedom Hawks (TAK),Military,Paramilitary,1,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,,"08/24/2016: An explosive device detonated targeting a gendarmerie vehicle near Beldibi, Antalya, Turkey. At least three soldiers were injured in the blast. The Kurdistan Freedom Hawks (TAK) claimed responsibility for the incident.","Casualty numbers conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.",3.0,1
2016,8,28,Indonesia,Southeast Asia,Medan,3.595196,98.672223,Bombing/Explosion,0.0,2.0,Jihadi-inspired extremists,Religious Figures/Institutions,Religious Figure,0,1,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),"The specific motive is unknown; however, sources posited that a picture of the Islamic State of Iraq and the Levant (ISIL) flag and its leader were discovered on Ivan Armadi Hasugian's phone.","08/28/2016: A suicide bomber detonated an explosive device in a backpack at Santa Yoseph Church in Medan, North Sumatra, Indonesia. The device partially detonated, and the assailant then attacked Albert Pandiangan, the priest, with a knife. At least two people, the priest and the assailant, were injured in the blast. No group claimed responsibility; however, sources noted that Ivan Armadi Hasugian may have been influenced to carry out the attack by Islamic State of Iraq and the Levant (ISIL) members through the Internet.","Casualty numbers for this incident conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here.",2.0,1
2016,8,28,Pakistan,South Asia,Manawan,31.589686,74.480401,Armed Assault,4.0,0.0,Lashkar-e-Jhangvi,Police,Police Security Forces/Officers,0,0,Firearms,Unknown Gun Type,,"08/28/2016: Assailants opened fire on Criminal Investigation Department (CID) officers in Manawan, Punjab, Pakistan. At least four assailants were killed in the ensuing clash. No group claimed responsibility; however, sources attributed the attack to Lashkar-e-Jhangvi.",,4.0,1
2016,9,1,Denmark,Western Europe,Copenhagen,55.676217,12.60862,Armed Assault,1.0,3.0,Jihadi-inspired extremists,Police,Police Patrol (including vehicles and convoys),1,0,Firearms,Unknown Gun Type,"The specific motive is unknown; however, sources noted that Mesa Hodzic was sympathetic to the Islamic State of Iraq and the Levant (ISIL).","09/01/2016: An assailant opened fire on police personnel in Christiania area, Copenhagen, Denmark. The assailant was killed and two police officers and one civilian were injured in the ensuing clash. Sources attributed the attack to Mesa Hodzic. The Islamic State of Iraq and the Levant (ISIL) also claimed responsibility for the incident; however, Hodzic's connection to ISIL could not be confirmed.",There is doubt that this incident meets terrorism-related criteria. Sources stated that the attack may have occurred during a drug raid by police.,4.0,1
2016,9,4,France,Western Europe,Paris,48.852968,2.349902,Armed Assault,0.0,0.0,Jihadi-inspired extremists,Unknown,,0,0,Incendiary,Gasoline or Alcohol,"An unaffiliated individual, identified as Ornella G., claimed responsibility for the incident and pledged allegiance to the Islamic State of Iraq and the Levant (ISIL).","09/04/2016: An assailant attempted to set fire to a vehicle laden with gas canisters in Paris, France. The vehicle failed to ignite and was later dismantled by security forces. The assailant, identified as Ornella G., had pledged allegiance to the Islamic State of Iraq and the Levant (ISIL).",,0.0,0
2016,9,4,South Sudan,Sub-Saharan Africa,Magwi district,3.8969709999999997,31.928110999999998,Hostage Taking (Kidnapping),1.0,5.0,Sudan People's Liberation Movement in Opposition (SPLM-IO),Transportation,Bus (excluding tourists),1,0,Firearms,Unknown Gun Type,,"09/04/2016: Assailants opened fire on a passenger bus in Magwi district, Eastern Equatoria, South Sudan. At least one person was killed and five people were injured in the attack. Four people were also abducted, and the outcome of the kidnapping is unknown. No group claimed responsibility for the incident; however, sources attributed the attack to the Sudan People's Liberation Movement in Opposition (SPLM-IO).","The victims included Collins, Eveline Kisembo, and Mercy Awori. Casualty numbers conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.",6.0,1
2016,9,2,South Sudan,Sub-Saharan Africa,Loa,3.787898,31.982857,Bombing/Explosion,2.0,,Sudan People's Liberation Movement in Opposition (SPLM-IO),Military,"Military Personnel (soldiers, troops, officers, forces)",1,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",,"09/02/2016: Assailants detonated explosive devices and opened fire on military personnel in Loa, Eastern Equatoria, South Sudan. At least two soldiers were killed in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Sudan People's Liberation Movement in Opposition (SPLM-IO).",,,0
2016,9,9,South Sudan,Sub-Saharan Africa,Loa,3.787898,31.982857,Armed Assault,8.0,0.0,Sudan People's Liberation Movement in Opposition (SPLM-IO),Transportation,Bus (excluding tourists),1,0,Firearms,Unknown Gun Type,,"09/09/2016: Assailants opened fire on buses in Loa, Eastern Equatoria, South Sudan. At least eight people were killed in the assault. This was one of two related attacks targeting vehicles along the same road on this date. No group claimed responsibility for the incidents; however, sources attributed the attacks to the Sudan People's Liberation Movement in Opposition (SPLM-IO).","Casualty numbers conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here.",8.0,1
2016,9,9,South Sudan,Sub-Saharan Africa,Loa,3.787898,31.982857,Armed Assault,6.0,9.0,Sudan People's Liberation Movement in Opposition (SPLM-IO),Business,Gas/Oil,1,0,Firearms,Unknown Gun Type,,"09/09/2016: Assailants opened fire on two fuel tankers in Loa, Eastern Equatoria, South Sudan. At least six people were killed and nine people were injured in the assault. This was one of two related attacks targeting vehicles along the same road on this date. No group claimed responsibility for the incidents; however, sources attributed the attacks to the Sudan People's Liberation Movement in Opposition (SPLM-IO).","Casualty numbers conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.",15.0,1
2016,9,10,Australia,Australasia & Oceania,Minto,-34.031804,150.850332,Armed Assault,0.0,1.0,Jihadi-inspired extremists,Private Citizens & Property,Named Civilian,1,0,Melee,Knife or Other Sharp Object,"The specific motive is unknown; however, authorities suspected that the attack was inspired by the Islamic State of Iraq and the Levant (ISIL).","09/10/2016: An assailant stabbed and injured Wayne Greenhalg, a civilian, in Minto, New South Wales, Australia. Ihsas Khan claimed responsibility for the incident, and authorities suspected that the attack was inspired by the Islamic State of Iraq and the Levant (ISIL).",,1.0,1
2016,9,17,United States,North America,Seaside Park,39.925457,-74.07475699999999,Bombing/Explosion,0.0,0.0,Jihadi-inspired extremists,Private Citizens & Property,"Procession/Gathering (funeral, wedding, birthday, religious)",1,0,Explosives/Bombs/Dynamite,Remote Trigger,"The specific motive is unknown; however, sources suspected that Ahmad Khan Rahami may have been inspired by Abu Muhammad al Adnani, a spokesperson for the Islamic State of Iraq and the Levant (ISIL). Sources also noted that Rahami admired Osama bin Laden and Anwar al-Awlaki within his journal.","09/17/2016: An explosive device detonated in Seaside Park, New Jersey, United States. It is believed that the blast was targeting a military charity race but failed to cause any casualties as the race was late to begin. Ahmad Khan Rahami claimed responsibility for this incident and three similar bombings that occurred between September 17 and September 18, 2016 in New York and New Jersey. Sources suspected that Rahami may have been inspired by Abu Muhammad al Adnani, a spokesperson for the Islamic State of Iraq and the Levant (ISIL). Sources also noted that Rahami admired Osama bin Laden and Anwar al-Awlaki in his journal.",,0.0,0
2016,9,17,United States,North America,New York City,40.743378,-73.99373299999999,Bombing/Explosion,0.0,29.0,Jihadi-inspired extremists,Private Citizens & Property,Unnamed Civilian/Unspecified,1,0,Explosives/Bombs/Dynamite,Remote Trigger,"The specific motive is unknown; however, sources suspected that Ahmad Khan Rahami may have been inspired by Abu Muhammad al Adnani, a spokesperson for the Islamic State of Iraq and the Levant (ISIL). Sources also noted that Rahami admired Osama bin Laden and Anwar al-Awlaki within his journal.","09/17/2016: An explosive device detonated in the Chelsea neighborhood of Manhattan, New York City, United States. At least 29 people were injured in the blast. Ahmad Khan Rahami claimed responsibility for this incident and three similar bombings that occurred between September 17 and September 18, 2016 in New York and New Jersey. Sources suspected that Rahami may have been inspired by Abu Muhammad al Adnani, a spokesperson for the Islamic State of Iraq and the Levant (ISIL). Sources also noted that Rahami admired Osama bin Laden and Anwar al-Awlaki in his journal.","Casualty numbers conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.",29.0,1
2016,9,17,United States,North America,New York City,40.746111,-73.992576,Bombing/Explosion,0.0,0.0,Jihadi-inspired extremists,Private Citizens & Property,Unnamed Civilian/Unspecified,0,0,Explosives/Bombs/Dynamite,Remote Trigger,"The specific motive is unknown; however, sources suspected that Ahmad Khan Rahami may have been inspired by Abu Muhammad al Adnani, a spokesperson for the Islamic State of Iraq and the Levant (ISIL). Sources also noted that Rahami admired Osama bin Laden and Anwar al-Awlaki within his journal.","09/17/2016: Security forces discovered and defused an explosive device in the Chelsea neighborhood of Manhattan, New York City, United States. The device was discovered several blocks away from an explosion that occurred earlier the same day. Ahmad Khan Rahami claimed responsibility for this incident and three similar bombings that occurred between September 17 and September 18, 2016 in New York and New Jersey. Sources suspected that Rahami may have been inspired by Abu Muhammad al Adnani, a spokesperson for the Islamic State of Iraq and the Levant (ISIL). Sources also noted that Rahami admired Osama bin Laden and Anwar al-Awlaki in his journal.",,0.0,0
2016,9,17,United States,North America,St. Cloud,45.555575,-94.210178,Armed Assault,1.0,10.0,Jihadi-inspired extremists,Business,Retail/Grocery/Bakery,1,0,Melee,Knife or Other Sharp Object,"The specific motive is unknown; however, James Comey, the director of the Federal Bureau of Investigation (FBI) stated that Dahir Ahmed Adan seemed to have been inspired by ""radical Islamic groups.""","09/17/2016: An assailant stabbed and injured 10 people at the Crossroads Center shopping mall in St. Cloud, Minnesota, United States. The assailant, identified as Dahir Ahmed Adan, was shot and killed by a police officer. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident; however, Adan's connection to ISIL could not be confirmed.","Casualty numbers conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.",11.0,1
2016,9,18,United States,North America,Elizabeth,40.666781,-74.215785,Bombing/Explosion,0.0,0.0,Jihadi-inspired extremists,Transportation,Train/Train Tracks/Trolley,1,0,Explosives/Bombs/Dynamite,Remote Trigger,"The specific motive is unknown; however, sources suspected that Ahmad Khan Rahami may have been inspired by Abu Muhammad al Adnani, a spokesperson for the Islamic State of Iraq and the Levant (ISIL). Sources also noted that Rahami admired Osama bin Laden and Anwar al-Awlaki within his journal.","09/18/2016: Security forces discovered and attempted to defuse five explosive devices near a train station in Elizabeth, New Jersey, United States. One device detonated but failed to cause any casualties. Ahmad Khan Rahami claimed responsibility for this incident and three similar bombings that occurred between September 17 and September 18, 2016 in New York and New Jersey. Sources suspected that Rahami may have been inspired by Abu Muhammad al Adnani, a spokesperson for the Islamic State of Iraq and the Levant (ISIL). Sources also noted that Rahami admired Osama bin Laden and Anwar al-Awlaki in his journal.",,0.0,0
2016,9,26,South Sudan,Sub-Saharan Africa,Bentiu,9.259689,29.800147999999997,Unknown,10.0,2.0,Sudan People's Liberation Movement in Opposition (SPLM-IO),Military,"Military Personnel (soldiers, troops, officers, forces)",1,0,Unknown,,,"09/26/2016: Assailants attacked military personnel in Bentiu, Unity, South Sudan. This was one of two related attacks targeting military personnel in the area on this date. Three soldiers and 16 assailants were killed and four soldiers were injured across both of the attacks. No group claimed responsibility for the incidents; however, sources attributed the attacks to the Sudan People's Liberation Movement in Opposition (SPLM-IO).",Casualty numbers represent a division of the total number of those killed and wounded across incidents 201609270030 and 201609270031.,12.0,1
2016,9,26,South Sudan,Sub-Saharan Africa,Rubkona district,9.293485,29.789198,Unknown,9.0,2.0,Sudan People's Liberation Movement in Opposition (SPLM-IO),Military,"Military Personnel (soldiers, troops, officers, forces)",1,0,Unknown,,,"09/26/2016: Assailants attacked military personnel in Rubkona, Unity, South Sudan. This was one of two related attacks targeting military personnel in the area on this date. Three soldiers and 16 assailants were killed and four soldiers were injured across both of the attacks. No group claimed responsibility for the incidents; however, sources attributed the attacks to the Sudan People's Liberation Movement in Opposition (SPLM-IO).",Casualty numbers represent a division of the total number of those killed and wounded across incidents 201609270030 and 201609270031.,11.0,1
2016,10,4,Pakistan,South Asia,Quetta,30.182971000000002,66.998734,Armed Assault,4.0,1.0,Lashkar-e-Jhangvi,Private Citizens & Property,Race/Ethnicity Identified,1,0,Firearms,Automatic Weapon,"The specific motive is unknown; however, sources stated that the victims, who were members of the Hazara Shiite community, may have been targeted as part of a larger trend of sectarian violence between Pakistan's majority Sunni and minority Shiite communities.","10/04/2016: Assailants opened fire on a bus transporting Hazara civilians along Kirani Road in Quetta, Balochistan, Pakistan. At least four people were killed and another person was injured in the assault. Lashkar-e-Jhangvi claimed responsibility for the attack.","Casualty numbers conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.",5.0,1
2016,10,6,Turkey,Middle East & North Africa,Istanbul,40.989414000000004,28.836890000000004,Bombing/Explosion,0.0,10.0,Kurdistan Freedom Hawks (TAK),Private Citizens & Property,Unnamed Civilian/Unspecified,1,0,Explosives/Bombs/Dynamite,Sticky Bomb,,"10/06/2016: An explosives-laden motorcycle detonated near a police station in Yenibosna, Istanbul, Turkey. At least 10 people were injured in the blast. The Kurdistan Freedom Hawks (TAK) claimed responsibility for the incident. In addition, sources suspected the involvement of the Kurdistan Workers' Party (PKK).",,10.0,1
2016,10,7,Pakistan,South Asia,Karachi,24.931495,67.156639,Assassination,1.0,1.0,Lashkar-e-Jhangvi,Religious Figures/Institutions,,1,0,Firearms,Handgun,"The specific motive is unknown; however, sources suspected that the victims, who were members of the Shiite community, may have been targeted as part of a larger trend of sectarian violence between Pakistan's majority Sunni and minority Shiite communities.","10/07/2016: Assailants opened fire on Mansoor Zaidi and his son in Block 8, Gulistan-e-Jauhar neighborhood, Karachi, Pakistan. Zaidi, the Zainul Abideen Imambargah trustee, was killed and his son was injured in the assault. This was one of two attacks carried out by the same assailants in Karachi on this date. Lashkar-e-Jhangvi claimed responsibility for the incidents.","The same weapon was also used by assailants in three related incidents in Karachi on November 27, 2016.",2.0,1
2016,10,7,Pakistan,South Asia,Karachi,24.923982000000002,67.134336,Armed Assault,1.0,1.0,Lashkar-e-Jhangvi,Private Citizens & Property,Religion Identified,1,0,Firearms,Handgun,"The specific motive is unknown; however, sources suspected that the victims, who were members of the Shiite community, may have been targeted as part of a larger trend of sectarian violence between Pakistan's majority Sunni and minority Shiite communities.","10/07/2016: Assailants opened fire on Shiite civilians in Block 3, Gulshan-e-Iqbal neighborhood, Karachi, Pakistan. At least one person was killed and another was injured in the assault. This was one of two attacks carried out by the same assailants in Karachi on this date. Lashkar-e-Jhangvi claimed responsibility for the incidents. Sources also attributed the attack to Ahle Sunnat Wal Jamaat (ASWJ-Pakistan).","Casualty numbers conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here. The same weapon was also used by assailants in three related incidents in Karachi on November 27, 2016.",2.0,1
